x,y_obs,y_calc,y_bkg,struct_CaNi(PO3)4_15_sym,struct_NiO_225_sym
28.4633,2930.0,2788.14,2623.06,164.96,0.12
28.4742,2972.0,2800.26,2622.57,177.57,0.12
28.485,2881.0,2812.87,2622.08,190.67,0.12
28.4959,3015.0,2825.67,2621.59,203.95,0.12
28.5068,3100.0,2838.21,2621.1,216.99,0.12
28.5176,2978.0,2849.96,2620.61,229.23,0.12
28.5285,3109.0,2860.28,2620.12,240.04,0.12
28.5394,3018.0,2868.49,2619.63,248.74,0.12
28.5502,3135.0,2873.97,2619.14,254.71,0.12
28.5611,3034.0,2876.31,2618.65,257.54,0.12
28.572,3071.0,2875.41,2618.15,257.14,0.12
28.5828,3088.0,2871.54,2617.66,253.76,0.12
28.5937,3072.0,2865.23,2617.17,247.94,0.12
28.6046,3149.0,2857.14,2616.67,240.35,0.12
28.6154,3149.0,2847.86,2616.18,231.56,0.12
28.6263,3099.0,2837.86,2615.68,222.06,0.12
28.6372,3069.0,2827.48,2615.19,212.17,0.12
28.648,3104.0,2817.02,2614.69,202.21,0.12
28.6589,3103.0,2806.81,2614.19,192.49,0.12
28.6698,3175.0,2797.18,2613.69,183.36,0.12
28.6806,3003.0,2788.47,2613.19,175.15,0.13
28.6915,3049.0,2780.95,2612.7,168.13,0.13
28.7024,2980.0,2774.76,2612.2,162.44,0.13
28.7132,2955.0,2769.98,2611.7,158.15,0.13
28.7241,2860.0,2766.55,2611.19,155.23,0.13
28.735,2811.0,2764.41,2610.69,153.59,0.13
28.7458,2734.0,2763.43,2610.19,153.11,0.13
28.7567,2680.0,2763.49,2609.69,153.68,0.13
28.7676,2664.0,2764.5,2609.19,155.18,0.13
28.7784,2717.0,2766.36,2608.68,157.55,0.13
28.7893,2593.0,2769.01,2608.18,160.7,0.13
28.8002,2671.0,2772.4,2607.67,164.6,0.13
28.811,2651.0,2776.51,2607.17,169.21,0.13
28.8219,2658.0,2781.33,2606.66,174.54,0.13
28.8328,2654.0,2786.86,2606.16,180.58,0.13
28.8436,2645.0,2793.13,2605.65,187.35,0.13
28.8545,2569.0,2800.17,2605.14,194.9,0.13
28.8654,2708.0,2808.03,2604.64,203.26,0.13
28.8762,2665.0,2816.77,2604.13,212.51,0.13
28.8871,2582.0,2826.46,2603.62,222.71,0.13
28.898,2614.0,2837.2,2603.11,233.96,0.13
28.9088,2528.0,2849.1,2602.6,246.37,0.13
28.9197,2736.0,2862.29,2602.09,260.07,0.13
28.9306,2724.0,2876.92,2601.58,275.21,0.13
28.9414,2724.0,2893.18,2601.07,291.98,0.13
28.9523,2663.0,2911.27,2600.56,310.58,0.13
28.9632,2730.0,2931.44,2600.04,331.27,0.13
28.974,2603.0,2945.53,2599.53,345.87,0.13
28.9849,2732.0,2969.8,2599.02,370.65,0.13
28.9958,2720.0,2997.05,2598.51,398.41,0.13
29.0066,2866.0,3027.76,2597.99,429.64,0.13
29.0175,2772.0,3062.45,2597.48,464.84,0.13
29.0284,2851.0,3101.78,2596.96,504.69,0.13
29.0392,2829.0,3146.5,2596.45,549.92,0.13
29.0501,2946.0,3197.5,2595.93,601.44,0.13
29.061,2937.0,3255.85,2595.41,660.3,0.13
29.0718,3072.0,3322.77,2594.9,727.74,0.13
29.0827,3213.0,3399.72,2594.38,805.21,0.13
29.0936,3243.0,3488.4,2593.86,894.4,0.14
29.1044,3440.0,3590.68,2593.34,997.21,0.14
29.1153,3562.0,3708.81,2592.82,1115.85,0.14
29.1262,3561.0,3845.21,2592.3,1252.77,0.14
29.137,3801.0,4002.6,2591.78,1410.68,0.14
29.1479,4011.0,4184.09,2591.26,1592.69,0.14
29.1588,4405.0,4392.76,2590.74,1801.88,0.14
29.1696,4590.0,4632.05,2590.22,2041.69,0.14
29.1805,4990.0,4905.49,2589.7,2315.65,0.14
29.1914,5284.0,5216.04,2589.18,2626.73,0.14
29.2022,5649.0,5566.46,2588.65,2977.66,0.14
29.2131,6152.0,5958.39,2588.13,3370.12,0.14
29.224,6598.0,6391.71,2587.61,3803.97,0.14
29.2348,7006.0,6864.09,2587.08,4276.87,0.14
29.2457,7550.0,7370.17,2586.56,4783.47,0.14
29.2566,7845.0,7901.1,2586.03,5314.92,0.14
29.2674,8379.0,8443.78,2585.51,5858.13,0.14
29.2783,8877.0,8980.39,2584.98,6395.27,0.14
29.2892,9250.0,9488.71,2584.46,6904.11,0.14
29.3,9745.0,9941.14,2583.93,7357.07,0.14
29.3109,10004.0,10307.61,2583.4,7724.06,0.14
29.3218,10403.0,10558.8,2582.88,7975.79,0.14
29.3326,10289.0,10672.39,2582.35,8089.9,0.14
29.3435,10332.0,10638.48,2581.82,8056.52,0.14
29.3544,10174.0,10463.14,2581.29,7881.71,0.14
29.3652,9847.0,10166.74,2580.76,7585.84,0.14
29.3761,9386.0,9776.95,2580.23,7196.57,0.14
29.387,8974.0,9322.12,2579.7,6742.27,0.14
29.3978,8419.0,8824.01,2579.17,6244.69,0.14
29.4087,7668.0,8298.64,2578.64,5719.85,0.14
29.4196,7478.0,7758.13,2578.11,5179.87,0.14
29.4304,6970.0,7213.94,2577.58,4636.22,0.14
29.4413,6245.0,6679.86,2577.05,4102.67,0.14
29.4522,5684.0,6170.12,2576.52,3593.46,0.15
29.463,5330.0,5698.11,2575.98,3121.99,0.15
29.4739,4926.0,5273.03,2575.45,2697.44,0.15
29.4848,4566.0,4899.82,2574.92,2324.76,0.15
29.4956,4106.0,4578.45,2574.38,2003.92,0.15
29.5065,3966.0,4305.69,2573.85,1731.69,0.15
29.5174,3711.0,4076.26,2573.31,1502.8,0.15
29.5282,3494.0,3884.16,2572.78,1311.23,0.15
29.5391,3336.0,3723.46,2572.24,1151.07,0.15
29.55,3074.0,3588.66,2571.71,1016.81,0.15
29.5608,3104.0,3475.17,2571.17,903.85,0.15
29.5717,3051.0,3379.11,2570.63,808.33,0.15
29.5826,3083.0,3297.29,2570.1,727.04,0.15
29.5934,3019.0,3227.18,2569.56,657.47,0.15
29.6043,3001.0,3166.67,2569.02,597.5,0.15
29.6152,2865.0,3114.16,2568.48,545.53,0.15
29.626,2867.0,3068.3,2567.95,500.21,0.15
29.6369,2864.0,3028.02,2567.41,460.46,0.15
29.6478,2935.0,2992.43,2566.87,425.41,0.15
29.6586,2915.0,2960.83,2566.33,394.35,0.15
29.6695,2830.0,2932.64,2565.79,366.7,0.15
29.6804,2910.0,2907.37,2565.25,341.97,0.15
29.6912,2856.0,2884.64,2564.71,319.77,0.15
29.7021,2866.0,2864.09,2564.17,299.77,0.15
29.713,2940.0,2845.46,2563.63,281.68,0.15
29.7238,2927.0,2828.49,2563.08,265.25,0.15
29.7347,2952.0,2813.01,2562.54,250.31,0.15
29.7456,2976.0,2798.82,2562.0,236.67,0.15
29.7564,2881.0,2785.8,2561.46,224.19,0.15
29.7673,2930.0,2773.81,2560.91,212.74,0.16
29.7782,3062.0,2762.74,2560.37,202.21,0.16
29.789,3024.0,2752.49,2559.83,192.51,0.16
29.7999,3031.0,2742.99,2559.28,183.55,0.16
29.8108,3197.0,2734.16,2558.74,175.27,0.16
29.8216,3135.0,2725.95,2558.19,167.6,0.16
29.8325,3237.0,2718.29,2557.65,160.48,0.16
29.8433,3373.0,2711.14,2557.1,153.88,0.16
29.8542,3349.0,2704.46,2556.56,147.75,0.16
29.8651,3436.0,2698.22,2556.01,142.05,0.16
29.876,3473.0,2692.37,2555.47,136.74,0.16
29.8868,3627.0,2686.89,2554.92,131.81,0.16
29.8977,3851.0,2681.76,2554.37,127.23,0.16
29.9085,3904.0,2676.96,2553.83,122.97,0.16
29.9194,3940.0,2672.46,2553.28,119.02,0.16
29.9303,4022.0,2668.26,2552.73,115.37,0.16
29.9411,4231.0,2664.42,2552.18,112.07,0.16
29.952,4229.0,2660.75,2551.63,108.95,0.16
29.9629,4337.0,2657.34,2551.09,106.09,0.16
29.9737,4403.0,2654.17,2550.54,103.47,0.16
29.9846,4477.0,2651.24,2549.99,101.09,0.16
29.9955,4526.0,2648.53,2549.44,98.93,0.16
30.0063,4664.0,2646.02,2548.89,96.97,0.16
30.0172,4653.0,2643.7,2548.34,95.2,0.16
30.0281,4636.0,2641.53,2547.79,93.58,0.16
30.0389,4615.0,2639.5,2547.24,92.1,0.16
30.0498,4781.0,2637.57,2546.69,90.72,0.16
30.0607,4667.0,2635.71,2546.14,89.41,0.17
30.0715,4478.0,2633.88,2545.58,88.13,0.17
30.0824,4305.0,2632.06,2545.03,86.86,0.17
30.0933,4252.0,2630.23,2544.48,85.58,0.17
30.1041,4229.0,2628.39,2543.93,84.3,0.17
30.115,4074.0,2626.57,2543.38,83.02,0.17
30.1259,3988.0,2624.77,2542.82,81.78,0.17
30.1367,3919.0,2623.03,2542.27,80.59,0.17
30.1476,3592.0,2621.35,2541.72,79.46,0.17
30.1585,3532.0,2619.72,2541.16,78.39,0.17
30.1693,3438.0,2618.12,2540.61,77.34,0.17
30.1802,3413.0,2616.53,2540.06,76.31,0.17
30.1911,3297.0,2614.91,2539.5,75.24,0.17
30.2019,3032.0,2613.23,2538.95,74.12,0.17
30.2128,2957.0,2611.46,2538.39,72.9,0.17
30.2237,3008.0,2609.57,2537.84,71.56,0.17
30.2345,2931.0,2607.55,2537.28,70.1,0.17
30.2454,2819.0,2605.41,2536.73,68.52,0.17
30.2563,2808.0,2603.18,2536.17,66.84,0.17
30.2671,2680.0,2600.9,2535.61,65.12,0.17
30.278,2654.0,2598.6,2535.06,63.37,0.17
30.2889,2771.0,2596.31,2534.5,61.64,0.17
30.2997,2585.0,2594.04,2533.94,59.92,0.17
30.3106,2500.0,2591.81,2533.39,58.24,0.17
30.3215,2499.0,2589.61,2532.83,56.61,0.18
30.3323,2565.0,2587.48,2532.27,55.03,0.18
30.3432,2486.0,2585.42,2531.72,53.53,0.18
30.3541,2457.0,2583.45,2531.16,52.12,0.18
30.3649,2434.0,2581.59,2530.6,50.81,0.18
30.3758,2505.0,2579.84,2530.04,49.62,0.18
30.3867,2476.0,2578.2,2529.48,48.54,0.18
30.3975,2450.0,2576.67,2528.92,47.57,0.18
30.4084,2448.0,2575.24,2528.36,46.69,0.18
30.4193,2499.0,2573.9,2527.81,45.91,0.18
30.4301,2470.0,2572.64,2527.25,45.21,0.18
30.441,2433.0,2571.45,2526.69,44.58,0.18
30.4519,2507.0,2570.33,2526.13,44.02,0.18
30.4627,2574.0,2569.26,2525.57,43.51,0.18
30.4736,2565.0,2568.24,2525.01,43.06,0.18
30.4845,2543.0,2567.27,2524.45,42.65,0.18
30.4953,2586.0,2566.35,2523.89,42.28,0.18
30.5062,2552.0,2565.46,2523.33,41.95,0.18
30.5171,2621.0,2564.61,2522.76,41.66,0.18
30.5279,2670.0,2563.8,2522.2,41.41,0.18
30.5388,2573.0,2563.02,2521.64,41.19,0.18
30.5497,2563.0,2562.27,2521.08,41.01,0.18
30.5605,2633.0,2561.56,2520.52,40.86,0.19
30.5714,2603.0,2560.88,2519.96,40.74,0.19
30.5823,2658.0,2560.24,2519.4,40.65,0.19
30.5931,2645.0,2559.62,2518.83,40.6,0.19
30.604,2645.0,2559.04,2518.27,40.58,0.19
30.6149,2708.0,2558.49,2517.71,40.59,0.19
30.6257,2751.0,2557.97,2517.15,40.64,0.19
30.6366,2740.0,2557.49,2516.58,40.72,0.19
30.6475,2729.0,2557.04,2516.02,40.83,0.19
30.6583,2822.0,2556.63,2515.46,40.99,0.19
30.6692,2838.0,2556.26,2514.89,41.18,0.19
30.6801,2906.0,2555.93,2514.33,41.41,0.19
30.6909,2982.0,2555.63,2513.77,41.68,0.19
30.7018,2949.0,2555.38,2513.2,41.99,0.19
30.7127,2976.0,2555.18,2512.64,42.35,0.19
30.7235,2961.0,2555.02,2512.07,42.75,0.19
30.7344,3059.0,2554.91,2511.51,43.21,0.19
30.7453,3071.0,2554.86,2510.95,43.72,0.19
30.7561,3011.0,2554.86,2510.38,44.28,0.19
30.767,3030.0,2554.92,2509.82,44.91,0.19
30.7779,3091.0,2555.05,2509.25,45.6,0.2
30.7887,3094.0,2555.24,2508.69,46.36,0.2
30.7996,2994.0,2555.52,2508.12,47.2,0.2
30.8105,2925.0,2555.87,2507.56,48.12,0.2
30.8213,2940.0,2556.31,2506.99,49.12,0.2
30.8322,2928.0,2556.85,2506.43,50.23,0.2
30.8431,2859.0,2557.49,2505.86,51.43,0.2
30.8539,2936.0,2558.25,2505.29,52.76,0.2
30.8648,2869.0,2559.14,2504.73,54.21,0.2
30.8757,2913.0,2560.16,2504.16,55.8,0.2
30.8865,2810.0,2561.35,2503.6,57.55,0.2
30.8974,2871.0,2562.7,2503.03,59.47,0.2
30.9083,2771.0,2564.24,2502.46,61.58,0.2
30.9191,2809.0,2566.0,2501.9,63.9,0.2
30.93,2895.0,2568.0,2501.33,66.47,0.2
30.9409,2842.0,2569.25,2500.76,68.29,0.2
30.9517,2877.0,2571.72,2500.2,71.32,0.2
30.9626,2808.0,2574.51,2499.63,74.68,0.2
30.9735,2757.0,2577.69,2499.06,78.42,0.21
30.9843,2751.0,2581.29,2498.5,82.59,0.21
30.9952,2794.0,2585.4,2497.93,87.26,0.21
31.0061,2770.0,2590.08,2497.36,92.51,0.21
31.0169,2745.0,2595.41,2496.79,98.41,0.21
31.0278,2743.0,2601.52,2496.23,105.08,0.21
31.0387,2675.0,2608.52,2495.66,112.65,0.21
31.0495,2801.0,2616.56,2495.09,121.26,0.21
31.0604,2745.0,2625.84,2494.52,131.1,0.21
31.0713,2789.0,2636.54,2493.96,142.38,0.21
31.0821,2767.0,2648.94,2493.39,155.34,0.21
31.093,2704.0,2663.32,2492.82,170.29,0.21
31.1039,2740.0,2680.03,2492.25,187.57,0.21
31.1147,2699.0,2699.46,2491.68,207.57,0.21
31.1256,2708.0,2722.08,2491.11,230.76,0.21
31.1365,2816.0,2748.41,2490.55,257.65,0.21
31.1473,2810.0,2779.02,2489.98,288.83,0.21
31.1582,2815.0,2814.57,2489.41,324.94,0.22
31.1691,2860.0,2855.69,2488.84,366.63,0.22
31.1799,2961.0,2903.15,2488.27,414.66,0.22
31.1908,2915.0,2957.63,2487.7,469.71,0.22
31.2017,3001.0,3019.79,2487.13,532.44,0.22
31.2125,3128.0,3090.15,2486.57,603.36,0.22
31.2234,3189.0,3169.03,2486.0,682.81,0.22
31.2343,3329.0,3256.27,2485.43,770.62,0.22
31.2451,3342.0,3351.33,2484.86,866.25,0.22
31.256,3529.0,3452.91,2484.29,968.4,0.22
31.2669,3642.0,3559.02,2483.72,1075.08,0.22
31.2777,3879.0,3666.82,2483.15,1183.45,0.22
31.2886,3875.0,3772.54,2482.58,1289.74,0.22
31.2995,4039.0,3871.47,2482.01,1389.23,0.22
31.3103,4022.0,3958.04,2481.44,1476.38,0.22
31.3212,4063.0,4026.55,2480.87,1545.45,0.22
31.3321,4231.0,4071.75,2480.3,1591.22,0.23
31.3429,4091.0,4090.1,2479.73,1610.14,0.23
31.3538,4104.0,4080.75,2479.17,1601.36,0.23
31.3647,4161.0,4045.78,2478.6,1566.96,0.23
31.3755,3976.0,3989.59,2478.03,1511.33,0.23
31.3864,3932.0,3917.55,2477.46,1439.87,0.23
31.3973,3818.0,3834.44,2476.89,1357.32,0.23
31.4081,3694.0,3743.77,2476.32,1267.22,0.23
31.419,3622.0,3647.66,2475.75,1171.69,0.23
31.4299,3679.0,3547.59,2475.18,1072.18,0.23
31.4407,3496.0,3445.26,2474.61,970.42,0.23
31.4516,3344.0,3342.98,2474.04,868.71,0.23
31.4624,3207.0,3243.58,2473.47,769.87,0.23
31.4733,3185.0,3149.77,2472.9,676.63,0.23
31.4842,3166.0,3063.82,2472.33,591.26,0.24
31.495,3156.0,2986.99,2471.76,515.0,0.24
31.5059,3102.0,2919.69,2471.19,448.27,0.24
31.5168,3033.0,2861.54,2470.62,390.69,0.24
31.5276,3022.0,2811.79,2470.05,341.5,0.24
31.5385,3098.0,2769.43,2469.48,299.71,0.24
31.5494,3139.0,2733.45,2468.91,264.31,0.24
31.5602,3084.0,2702.91,2468.34,234.33,0.24
31.5711,3039.0,2676.96,2467.77,208.95,0.24
31.582,3089.0,2654.85,2467.2,187.41,0.24
31.5928,2964.0,2635.95,2466.63,169.08,0.24
31.6037,2977.0,2619.73,2466.06,153.43,0.24
31.6146,3038.0,2605.73,2465.49,140.0,0.24
31.6254,3066.0,2593.58,2464.92,128.42,0.24
31.6363,2905.0,2582.98,2464.35,118.38,0.25
31.6472,2952.0,2573.66,2463.78,109.64,0.25
31.658,2802.0,2565.43,2463.21,101.97,0.25
31.6689,2820.0,2558.12,2462.64,95.23,0.25
31.6798,2775.0,2551.59,2462.07,89.27,0.25
31.6906,2844.0,2545.73,2461.5,83.98,0.25
31.7015,2696.0,2540.44,2460.93,79.26,0.25
31.7124,2620.0,2535.66,2460.36,75.05,0.25
31.7232,2577.0,2531.31,2459.79,71.27,0.25
31.7341,2584.0,2527.34,2459.22,67.87,0.25
31.745,2547.0,2523.71,2458.65,64.81,0.25
31.7558,2509.0,2520.38,2458.08,62.05,0.25
31.7667,2488.0,2517.32,2457.51,59.56,0.25
31.7776,2490.0,2514.5,2456.94,57.31,0.26
31.7884,2393.0,2511.9,2456.37,55.28,0.26
31.7993,2338.0,2509.51,2455.8,53.45,0.26
31.8102,2347.0,2507.29,2455.23,51.8,0.26
31.821,2366.0,2505.25,2454.66,50.33,0.26
31.8319,2251.0,2503.37,2454.09,49.02,0.26
31.8428,2290.0,2501.65,2453.52,47.87,0.26
31.8536,2371.0,2500.07,2452.95,46.86,0.26
31.8645,2172.0,2498.64,2452.38,46.0,0.26
31.8754,2228.0,2497.36,2451.81,45.28,0.26
31.8862,2261.0,2496.22,2451.24,44.71,0.26
31.8971,2229.0,2495.23,2450.67,44.29,0.26
31.908,2224.0,2494.39,2450.1,44.02,0.27
31.9188,2176.0,2493.72,2449.53,43.92,0.27
31.9297,2230.0,2493.23,2448.97,43.99,0.27
31.9406,2166.0,2492.93,2448.4,44.26,0.27
31.9514,2259.0,2492.84,2447.83,44.74,0.27
31.9623,2195.0,2492.99,2447.26,45.46,0.27
31.9732,2225.0,2492.99,2446.69,46.03,0.27
31.984,2237.0,2493.65,2446.12,47.26,0.27
31.9949,2218.0,2494.66,2445.55,48.83,0.27
32.0058,2225.0,2496.04,2444.98,50.79,0.27
32.0166,2214.0,2497.87,2444.41,53.19,0.27
32.0275,2253.0,2500.2,2443.85,56.08,0.28
32.0384,2191.0,2503.1,2443.28,59.54,0.28
32.0492,2161.0,2506.62,2442.71,63.64,0.28
32.0601,2335.0,2510.84,2442.14,68.43,0.28
32.071,2257.0,2515.83,2441.57,73.98,0.28
32.0818,2313.0,2521.63,2441.0,80.34,0.28
32.0927,2297.0,2528.26,2440.43,87.54,0.28
32.1036,2267.0,2535.71,2439.87,95.56,0.28
32.1144,2309.0,2543.93,2439.3,104.34,0.28
32.1253,2343.0,2552.78,2438.73,113.77,0.28
32.1362,2353.0,2562.07,2438.16,123.62,0.29
32.147,2306.0,2571.51,2437.59,133.63,0.29
32.1579,2400.0,2580.72,2437.03,143.4,0.29
32.1688,2399.0,2589.24,2436.46,152.49,0.29
32.1796,2378.0,2596.54,2435.89,160.35,0.29
32.1905,2443.0,2602.07,2435.32,166.45,0.29
32.2014,2454.0,2605.36,2434.76,170.31,0.29
32.2122,2501.0,2606.12,2434.19,171.64,0.29
32.2231,2425.0,2604.34,2433.62,170.42,0.29
32.234,2381.0,2600.26,2433.05,166.91,0.29
32.2448,2394.0,2594.35,2432.49,161.57,0.3
32.2557,2354.0,2587.15,2431.92,154.93,0.3
32.2666,2469.0,2579.13,2431.35,147.48,0.3
32.2774,2433.0,2570.61,2430.79,139.52,0.3
32.2883,2302.0,2561.77,2430.22,131.25,0.3
32.2992,2382.0,2552.75,2429.65,122.79,0.3
32.31,2301.0,2543.65,2429.09,114.26,0.3
32.3209,2283.0,2534.67,2428.52,105.84,0.3
32.3318,2284.0,2526.02,2427.96,97.76,0.3
32.3426,2307.0,2517.93,2427.39,90.24,0.3
32.3535,2331.0,2510.6,2426.82,83.47,0.31
32.3644,2419.0,2504.11,2426.26,77.55,0.31
32.3752,2303.0,2498.51,2425.69,72.51,0.31
32.3861,2316.0,2493.74,2425.13,68.3,0.31
32.397,2322.0,2489.73,2424.56,64.86,0.31
32.4078,2332.0,2486.43,2424.0,62.12,0.31
32.4187,2252.0,2483.76,2423.43,60.02,0.31
32.4296,2266.0,2481.7,2422.86,58.52,0.31
32.4404,2391.0,2480.22,2422.3,57.6,0.31
32.4513,2341.0,2479.31,2421.73,57.26,0.32
32.4622,2260.0,2478.96,2421.17,57.48,0.32
32.473,2309.0,2479.18,2420.61,58.25,0.32
32.4839,2332.0,2479.94,2420.04,59.58,0.32
32.4948,2360.0,2481.26,2419.48,61.46,0.32
32.5056,2337.0,2483.12,2418.91,63.88,0.32
32.5165,2335.0,2485.5,2418.35,66.83,0.32
32.5274,2356.0,2488.36,2417.78,70.26,0.32
32.5382,2293.0,2491.63,2417.22,74.08,0.33
32.5491,2356.0,2495.16,2416.66,78.18,0.33
32.56,2339.0,2498.8,2416.09,82.38,0.33
32.5708,2338.0,2502.33,2415.53,86.47,0.33
32.5817,2278.0,2505.49,2414.97,90.19,0.33
32.5926,2275.0,2507.98,2414.4,93.25,0.33
32.6034,2335.0,2509.54,2413.84,95.37,0.33
32.6143,2309.0,2509.96,2413.28,96.35,0.33
32.6252,2363.0,2509.12,2412.72,96.07,0.34
32.636,2318.0,2507.07,2412.15,94.58,0.34
32.6469,2384.0,2503.96,2411.59,92.04,0.34
32.6578,2268.0,2500.06,2411.03,88.69,0.34
32.6686,2293.0,2495.61,2410.47,84.8,0.34
32.6795,2291.0,2490.82,2409.9,80.57,0.34
32.6904,2258.0,2485.8,2409.34,76.12,0.34
32.7012,2258.0,2480.65,2408.78,71.52,0.34
32.7121,2271.0,2475.39,2408.22,66.82,0.35
32.723,2286.0,2470.1,2407.66,62.09,0.35
32.7338,2318.0,2464.87,2407.1,57.43,0.35
32.7447,2302.0,2459.85,2406.54,52.96,0.35
32.7556,2251.0,2455.12,2405.98,48.8,0.35
32.7664,2277.0,2450.81,2405.42,45.04,0.35
32.7773,2313.0,2446.94,2404.85,41.73,0.35
32.7882,2341.0,2443.55,2404.29,38.89,0.36
32.799,2388.0,2440.59,2403.73,36.5,0.36
32.8099,2327.0,2438.04,2403.17,34.51,0.36
32.8208,2381.0,2435.85,2402.62,32.88,0.36
32.8316,2423.0,2433.96,2402.06,31.54,0.36
32.8425,2330.0,2432.33,2401.5,30.47,0.36
32.8534,2328.0,2430.92,2400.94,29.62,0.36
32.8642,2341.0,2429.69,2400.38,28.95,0.37
32.8751,2421.0,2428.62,2399.82,28.43,0.37
32.886,2453.0,2427.69,2399.26,28.06,0.37
32.8968,2408.0,2426.88,2398.7,27.8,0.37
32.9077,2443.0,2426.17,2398.14,27.66,0.37
32.9186,2410.0,2425.57,2397.59,27.61,0.37
32.9294,2349.0,2425.06,2397.03,27.65,0.37
32.9403,2355.0,2424.63,2396.47,27.79,0.38
32.9512,2399.0,2424.3,2395.91,28.01,0.38
32.962,2360.0,2424.06,2395.36,28.32,0.38
32.9729,2292.0,2423.91,2394.8,28.73,0.38
32.9838,2364.0,2423.86,2394.24,29.24,0.38
32.9946,2234.0,2423.93,2393.68,29.86,0.38
33.0055,2244.0,2424.1,2393.13,30.59,0.39
33.0164,2237.0,2424.42,2392.57,31.46,0.39
33.0272,2243.0,2424.64,2392.02,32.23,0.39
33.0381,2187.0,2425.23,2391.46,33.38,0.39
33.049,2250.0,2426.01,2390.9,34.71,0.39
33.0598,2306.0,2427.0,2390.35,36.26,0.39
33.0707,2289.0,2428.23,2389.79,38.04,0.4
33.0815,2306.0,2429.74,2389.24,40.1,0.4
33.0924,2333.0,2431.56,2388.68,42.48,0.4
33.1033,2379.0,2433.73,2388.13,45.2,0.4
33.1141,2366.0,2436.3,2387.57,48.32,0.4
33.125,2402.0,2439.29,2387.02,51.87,0.4
33.1359,2369.0,2442.75,2386.47,55.88,0.41
33.1467,2329.0,2446.7,2385.91,60.38,0.41
33.1576,2352.0,2451.14,2385.36,65.37,0.41
33.1685,2414.0,2456.05,2384.81,70.83,0.41
33.1793,2418.0,2461.37,2384.25,76.71,0.41
33.1902,2369.0,2467.02,2383.7,82.9,0.41
33.2011,2488.0,2472.84,2383.15,89.27,0.42
33.2119,2484.0,2478.63,2382.59,95.61,0.42
33.2228,2427.0,2484.14,2382.04,101.68,0.42
33.2337,2404.0,2489.08,2381.49,107.17,0.42
33.2445,2457.0,2493.14,2380.94,111.78,0.42
33.2554,2402.0,2496.05,2380.39,115.24,0.43
33.2663,2439.0,2497.63,2379.84,117.36,0.43
33.2771,2450.0,2497.82,2379.28,118.11,0.43
33.288,2457.0,2496.75,2378.73,117.59,0.43
33.2989,2399.0,2494.67,2378.18,116.05,0.43
33.3097,2471.0,2491.87,2377.63,113.8,0.44
33.3206,2365.0,2488.64,2377.08,111.12,0.44
33.3315,2404.0,2485.18,2376.53,108.2,0.44
33.3423,2330.0,2481.6,2375.98,105.18,0.44
33.3532,2412.0,2477.98,2375.43,102.1,0.44
33.3641,2318.0,2474.38,2374.88,99.05,0.45
33.3749,2321.0,2470.89,2374.34,96.1,0.45
33.3858,2339.0,2467.65,2373.79,93.41,0.45
33.3967,2234.0,2464.82,2373.24,91.13,0.45
33.4075,2224.0,2462.57,2372.69,89.43,0.45
33.4184,2342.0,2461.02,2372.14,88.42,0.46
33.4293,2289.0,2460.25,2371.59,88.2,0.46
33.4401,2253.0,2460.32,2371.05,88.82,0.46
33.451,2235.0,2461.25,2370.5,90.29,0.46
33.4619,2324.0,2463.05,2369.95,92.63,0.46
33.4727,2258.0,2465.72,2369.41,95.85,0.47
33.4836,2214.0,2469.3,2368.86,99.97,0.47
33.4945,2201.0,2473.82,2368.31,105.04,0.47
33.5053,2229.0,2479.36,2367.77,111.11,0.47
33.5162,2229.0,2486.0,2367.22,118.3,0.48
33.5271,2200.0,2493.87,2366.68,126.72,0.48
33.5379,2205.0,2503.15,2366.13,136.54,0.48
33.5488,2316.0,2514.03,2365.59,147.96,0.48
33.5597,2216.0,2526.76,2365.04,161.23,0.48
33.5705,2263.0,2541.63,2364.5,176.65,0.49
33.5814,2277.0,2559.02,2363.95,194.57,0.49
33.5923,2367.0,2579.33,2363.41,215.43,0.49
33.6031,2378.0,2603.06,2362.87,239.7,0.49
33.614,2338.0,2630.77,2362.32,267.95,0.5
33.6249,2482.0,2663.08,2361.78,300.8,0.5
33.6357,2523.0,2700.68,2361.24,338.94,0.5
33.6466,2553.0,2744.36,2360.69,383.16,0.5
33.6575,2716.0,2794.92,2360.15,434.26,0.51
33.6683,2635.0,2853.15,2359.61,493.03,0.51
33.6792,2753.0,2919.86,2359.07,560.28,0.51
33.6901,2776.0,2995.64,2358.53,636.6,0.51
33.7009,2928.0,3080.94,2357.99,722.44,0.52
33.7118,3050.0,3175.68,2357.45,817.72,0.52
33.7227,3100.0,3279.32,2356.91,921.89,0.52
33.7335,3225.0,3390.49,2356.36,1033.6,0.53
33.7444,3455.0,3506.98,2355.82,1150.63,0.53
33.7553,3504.0,3625.51,2355.29,1269.69,0.53
33.7661,3507.0,3741.7,2354.75,1386.43,0.53
33.777,3708.0,3850.08,2354.21,1495.33,0.54
33.7879,3782.0,3944.47,2353.67,1590.27,0.54
33.7987,3942.0,4018.47,2353.13,1664.8,0.54
33.8096,3968.0,4066.48,2352.59,1713.35,0.54
33.8205,3811.0,4085.02,2352.05,1732.42,0.55
33.8313,4001.0,4073.58,2351.52,1721.51,0.55
33.8422,3947.0,4034.88,2350.98,1683.35,0.55
33.8531,3903.0,3974.17,2350.44,1623.18,0.56
